article,year_week,price,target
Крепкий алкоголь #54,201931,239.9,0.0
Крепкий алкоголь #54,201907,239.9,0.0
Крепкий алкоголь #54,202027,239.9,4.0
Крепкий алкоголь #54,202112,239.9,3.0
Крепкий алкоголь #54,201906,239.9,4.0
Крепкий алкоголь #54,202023,239.9,0.0
Крепкий алкоголь #54,201846,239.9,2.0
Крепкий алкоголь #54,201903,239.9,2.0
Крепкий алкоголь #54,201935,222.6,0.0
Крепкий алкоголь #54,202046,239.9,2.0
Крепкий алкоголь #54,201926,239.9,2.0
Крепкий алкоголь #54,202032,239.9,2.0
Крепкий алкоголь #54,201944,239.9,3.0
Крепкий алкоголь #54,202007,239.9,7.0
Крепкий алкоголь #54,201952,239.9,0.0
Крепкий алкоголь #54,202033,239.9,2.0
Крепкий алкоголь #54,201920,239.9,3.0
Крепкий алкоголь #54,202019,239.9,9.0
Крепкий алкоголь #54,201932,239.9,3.0
Крепкий алкоголь #54,201933,239.9,2.0
Крепкий алкоголь #54,201919,218.3,18.0
Крепкий алкоголь #54,202101,239.9,4.0
Крепкий алкоголь #54,201948,239.9,0.0
Крепкий алкоголь #54,201853,239.9,0.0
Крепкий алкоголь #54,202012,239.9,3.0
Крепкий алкоголь #54,202025,239.9,2.0
Крепкий алкоголь #54,201930,239.9,2.0
Крепкий алкоголь #54,201905,239.9,3.0
Крепкий алкоголь #54,202051,239.9,3.0
Крепкий алкоголь #54,202038,239.9,2.0
Крепкий алкоголь #54,202026,239.9,3.0
Крепкий алкоголь #54,201912,239.9,2.0
Крепкий алкоголь #54,201908,239.9,0.0
Крепкий алкоголь #54,202103,239.9,3.0
Крепкий алкоголь #54,202006,239.9,3.0
Крепкий алкоголь #54,202029,239.9,2.0
Крепкий алкоголь #54,201950,239.9,1.0
Крепкий алкоголь #54,202045,239.9,3.0
Крепкий алкоголь #54,201947,239.9,0.0
Крепкий алкоголь #54,202052,239.9,6.0
Крепкий алкоголь #54,202015,239.9,5.0
Крепкий алкоголь #54,201940,239.9,0.0
Крепкий алкоголь #54,201951,239.9,3.0
Крепкий алкоголь #54,201934,239.9,2.0
Крепкий алкоголь #54,202039,239.9,2.0
Крепкий алкоголь #54,201924,239.9,4.0
Крепкий алкоголь #54,202011,239.9,0.0
Крепкий алкоголь #54,201847,239.9,2.0
Крепкий алкоголь #54,202031,239.9,4.0
Крепкий алкоголь #54,202105,239.9,4.0
Крепкий алкоголь #54,202043,239.9,0.0
Крепкий алкоголь #54,201946,239.9,2.0
Крепкий алкоголь #54,202106,239.9,2.0
Крепкий алкоголь #54,202014,239.9,5.0
Крепкий алкоголь #54,201911,239.9,6.0
Крепкий алкоголь #54,201929,209.8,5.0
Крепкий алкоголь #54,201910,239.9,11.0
Крепкий алкоголь #54,202034,239.9,2.0
Крепкий алкоголь #54,201921,239.9,2.0
Крепкий алкоголь #54,202009,213.3,8.0
Крепкий алкоголь #54,202001,239.9,4.0
Крепкий алкоголь #54,201909,239.9,2.0
Крепкий алкоголь #54,202037,239.9,2.0
Крепкий алкоголь #54,201941,226.5,4.0
Крепкий алкоголь #54,201939,239.9,2.0
Крепкий алкоголь #54,202005,239.9,4.0
Крепкий алкоголь #54,202002,239.9,3.0
Крепкий алкоголь #54,202030,239.9,0.0
Крепкий алкоголь #54,201949,205.0,7.0
Крепкий алкоголь #54,202053,239.9,0.0
Крепкий алкоголь #54,201913,239.9,3.0
Крепкий алкоголь #54,201914,239.9,5.0
Крепкий алкоголь #54,201927,239.9,3.0
Крепкий алкоголь #54,201902,239.9,4.0
Крепкий алкоголь #54,202013,239.9,5.0
Крепкий алкоголь #54,201916,239.9,0.0
Крепкий алкоголь #54,202020,239.9,3.0
Крепкий алкоголь #54,202018,239.9,5.0
Крепкий алкоголь #54,201942,239.9,2.0
Крепкий алкоголь #54,202049,239.9,3.0
Крепкий алкоголь #54,201923,222.1,7.0
Крепкий алкоголь #54,202035,239.9,4.0
Крепкий алкоголь #54,202041,219.4,
Крепкий алкоголь #54,202016,226.8,4.0
Крепкий алкоголь #54,202040,239.9,2.0
Крепкий алкоголь #54,202004,239.9,2.0
Крепкий алкоголь #55,202101,363.5,4.0
Крепкий алкоголь #55,201940,363.5,4.0
Крепкий алкоголь #55,202018,363.5,9.0
Крепкий алкоголь #55,202052,363.5,10.0
Крепкий алкоголь #55,202025,363.5,0.0
Крепкий алкоголь #55,202012,363.5,4.0
Крепкий алкоголь #55,202022,363.5,0.0
Крепкий алкоголь #55,201925,363.5,0.0
Крепкий алкоголь #55,202002,363.5,6.0
Крепкий алкоголь #55,201942,363.5,2.0
Крепкий алкоголь #55,201950,363.5,5.0
Крепкий алкоголь #55,202013,363.5,6.0
Крепкий алкоголь #55,202041,363.5,4.0
Крепкий алкоголь #55,202034,363.5,0.0
Крепкий алкоголь #55,201919,363.5,
Крепкий алкоголь #55,202105,363.5,7.0
Крепкий алкоголь #55,202044,363.5,5.0
Крепкий алкоголь #55,202053,363.5,5.0
Крепкий алкоголь #55,202111,363.5,12.0
Крепкий алкоголь #55,201949,363.5,6.0
Крепкий алкоголь #55,202112,363.5,5.0
Крепкий алкоголь #55,202104,363.5,5.0
Крепкий алкоголь #55,201921,363.5,5.0
Крепкий алкоголь #55,201928,363.5,0.0
Крепкий алкоголь #55,201951,363.5,3.0
Крепкий алкоголь #55,201853,363.5,10.0
Крепкий алкоголь #55,201945,363.5,6.0
Крепкий алкоголь #55,202109,312.0,32.0
Крепкий алкоголь #55,201922,363.5,5.0
Крепкий алкоголь #55,201923,363.5,9.0
Крепкий алкоголь #55,201924,363.5,8.0
Крепкий алкоголь #55,202102,363.5,0.0
Крепкий алкоголь #55,202030,363.5,4.0
Крепкий алкоголь #55,201933,363.5,6.0
Крепкий алкоголь #55,202021,311.4,0.0
Крепкий алкоголь #55,201944,363.5,5.0
Крепкий алкоголь #55,202040,326.9,8.0
Крепкий алкоголь #55,201927,363.5,7.0
Крепкий алкоголь #55,202007,363.5,13.0
Крепкий алкоголь #55,202049,363.5,4.0
Крепкий алкоголь #55,201941,363.5,5.0
Крепкий алкоголь #55,201915,363.5,10.0
Крепкий алкоголь #55,202016,363.5,0.0
Крепкий алкоголь #55,202103,363.5,0.0
Крепкий алкоголь #55,202106,363.5,5.0
Крепкий алкоголь #55,202014,363.5,8.0
Крепкий алкоголь #55,201903,363.5,5.0
Крепкий алкоголь #55,201952,363.5,8.0
Крепкий алкоголь #55,202045,363.5,4.0
Крепкий алкоголь #55,201935,363.5,7.0
Крепкий алкоголь #55,201947,363.5,0.0
Крепкий алкоголь #55,202019,363.5,17.0
Крепкий алкоголь #55,201939,363.5,0.0
Крепкий алкоголь #55,201851,363.5,4.0
Крепкий алкоголь #55,201852,363.5,3.0
Крепкий алкоголь #55,202028,363.5,6.0
Крепкий алкоголь #55,201932,363.5,7.0
Крепкий алкоголь #55,202108,334.3,0.0
Крепкий алкоголь #55,202033,363.5,0.0
Крепкий алкоголь #55,201904,363.5,4.0
Крепкий алкоголь #55,202003,363.5,4.0
Крепкий алкоголь #55,202005,363.5,6.0
Крепкий алкоголь #55,201918,363.5,6.0
Крепкий алкоголь #55,201907,363.5,18.0
Крепкий алкоголь #55,202004,363.5,4.0
Крепкий алкоголь #55,202039,363.5,4.0
Крепкий алкоголь #55,201943,332.8,5.0
Крепкий алкоголь #55,202008,363.5,8.0
Крепкий алкоголь #55,202050,363.5,3.0
Крепкий алкоголь #55,201912,363.5,6.0
Крепкий алкоголь #55,201847,363.5,0.0
Крепкий алкоголь #55,201846,363.5,6.0
Крепкий алкоголь #55,201908,363.5,10.0
Крепкий алкоголь #55,201931,363.5,6.0
Крепкий алкоголь #55,202037,363.5,3.0
Крепкий алкоголь #55,201910,315.4,44.0
Крепкий алкоголь #55,201906,363.5,8.0
Крепкий алкоголь #55,202024,363.5,6.0
Крепкий алкоголь #55,202107,312.7,8.0
Крепкий алкоголь #55,201902,363.5,0.0
Крепкий алкоголь #55,202032,363.5,6.0
Крепкий алкоголь #55,201845,363.5,4.0
Крепкий алкоголь #55,201948,363.5,3.0
Крепкий алкоголь #55,201911,317.3,17.0
Крепкий алкоголь #55,201926,363.5,4.0
Крепкий алкоголь #55,201913,363.5,
Крепкий алкоголь #55,202010,363.5,21.0
Крепкий алкоголь #55,201920,312.6,17.0
Крепкий алкоголь #55,201946,363.5,3.0
Крепкий алкоголь #55,201934,363.5,3.0
Крепкий алкоголь #55,202036,363.5,5.0
Крепкий алкоголь #55,202042,363.5,2.0
Крепкий алкоголь #55,201930,363.5,4.0
Крепкий алкоголь #55,202017,363.5,5.0
Крепкий алкоголь #55,202001,363.5,6.0
Крепкий алкоголь #55,201850,363.5,5.0
Крепкий алкоголь #55,201914,363.5,7.0
Крепкий алкоголь #55,201905,363.5,5.0
Крепкий алкоголь #55,202038,363.5,0.0
Крепкий алкоголь #55,202026,363.5,7.0
Крепкий алкоголь #55,201953,363.5,0.0
Крепкий алкоголь #55,202043,363.5,0.0
Крепкий алкоголь #55,202031,341.6,8.0
Крепкий алкоголь #55,202051,320.2,7.0
Крепкий алкоголь #55,202015,363.5,8.0
Крепкий алкоголь #55,201909,363.5,6.0
Крепкий алкоголь #55,201917,363.5,5.0
Крепкий алкоголь #55,202035,363.5,
Крепкий алкоголь #55,202020,363.5,0.0
Крепкий алкоголь #55,201937,363.5,5.0
Крепкий алкоголь #56,202045,137.6,3.0
Крепкий алкоголь #56,202002,137.6,4.0
Крепкий алкоголь #56,202107,137.6,3.0
Крепкий алкоголь #56,202015,137.6,0.0
Крепкий алкоголь #56,202051,137.6,
Крепкий алкоголь #56,202009,137.6,4.0
Крепкий алкоголь #56,202030,137.6,0.0
Крепкий алкоголь #56,202047,137.6,3.0
Крепкий алкоголь #56,201946,137.6,3.0
Крепкий алкоголь #56,201912,137.6,3.0
Крепкий алкоголь #56,202006,137.6,5.0
Крепкий алкоголь #56,201849,118.2,7.0
Крепкий алкоголь #56,201914,137.6,5.0
Крепкий алкоголь #56,201926,137.6,3.0
Крепкий алкоголь #56,202012,137.6,0.0
Крепкий алкоголь #56,202023,137.6,6.0
Крепкий алкоголь #56,202106,137.6,4.0
Крепкий алкоголь #56,201941,137.6,3.0
Крепкий алкоголь #56,202035,137.6,6.0
Крепкий алкоголь #56,202038,127.1,4.0
Крепкий алкоголь #56,201903,117.4,0.0
Крепкий алкоголь #56,201938,137.6,3.0
Крепкий алкоголь #56,201845,137.6,4.0
Крепкий алкоголь #56,201939,137.6,2.0
Крепкий алкоголь #56,201904,137.6,2.0
Крепкий алкоголь #56,201919,137.6,14.0
Крепкий алкоголь #56,202005,137.6,0.0
Крепкий алкоголь #56,202108,120.1,23.0
Крепкий алкоголь #56,201918,137.6,5.0
Крепкий алкоголь #56,202018,120.7,12.0
Крепкий алкоголь #56,202110,137.6,6.0
Крепкий алкоголь #56,201953,137.6,4.0
Крепкий алкоголь #56,201949,117.2,0.0
Крепкий алкоголь #56,201917,137.6,4.0
Крепкий алкоголь #56,202007,137.6,0.0
Крепкий алкоголь #56,202033,137.6,0.0
Крепкий алкоголь #56,202022,137.6,0.0
Крепкий алкоголь #56,201910,137.6,14.0
Крепкий алкоголь #56,202017,137.6,5.0
Крепкий алкоголь #56,201947,121.5,4.0
Крепкий алкоголь #56,201937,137.6,3.0
Крепкий алкоголь #56,202019,137.6,13.0
Крепкий алкоголь #56,202003,137.6,2.0
Крепкий алкоголь #56,201911,137.6,5.0
Крепкий алкоголь #56,202010,137.6,16.0
Крепкий алкоголь #56,202021,137.6,4.0
Крепкий алкоголь #56,202111,137.6,0.0
Крепкий алкоголь #56,202004,137.6,3.0
Крепкий алкоголь #56,202036,137.6,0.0
Крепкий алкоголь #56,202102,137.6,0.0
Крепкий алкоголь #56,202103,137.6,3.0
Крепкий алкоголь #56,201929,137.6,3.0
Крепкий алкоголь #56,202031,137.6,0.0
Крепкий алкоголь #56,202049,137.6,4.0
Крепкий алкоголь #56,201916,137.6,5.0
Крепкий алкоголь #56,201908,137.6,0.0
Крепкий алкоголь #56,201909,137.6,4.0
Крепкий алкоголь #56,201952,137.6,6.0
Крепкий алкоголь #56,201934,137.6,0.0
Крепкий алкоголь #56,201935,137.6,4.0
Крепкий алкоголь #56,202050,137.6,3.0
Крепкий алкоголь #56,202028,125.9,0.0
Крепкий алкоголь #56,201924,137.6,0.0
Крепкий алкоголь #56,201852,137.6,0.0
Крепкий алкоголь #56,202101,137.6,0.0
Крепкий алкоголь #56,201913,137.6,4.0
Крепкий алкоголь #56,202016,129.0,5.0
Крепкий алкоголь #56,201847,137.6,2.0
Крепкий алкоголь #56,202037,137.6,2.0
Крепкий алкоголь #56,201930,137.6,2.0
Крепкий алкоголь #56,202044,137.6,4.0
Крепкий алкоголь #56,201936,137.6,3.0
Крепкий алкоголь #56,202112,137.6,4.0
Крепкий алкоголь #56,202040,137.6,3.0
Крепкий алкоголь #56,201933,137.6,0.0
Крепкий алкоголь #56,201948,137.6,3.0
Крепкий алкоголь #56,201921,137.6,3.0
Крепкий алкоголь #56,201950,137.6,4.0
Крепкий алкоголь #56,202011,137.6,5.0
Крепкий алкоголь #56,202046,124.2,4.0
Крепкий алкоголь #56,201907,137.6,0.0
Крепкий алкоголь #56,202001,137.6,4.0
Крепкий алкоголь #56,201920,137.6,6.0
Крепкий алкоголь #56,201945,137.6,3.0
Крепкий алкоголь #56,201851,137.6,3.0
Крепкий алкоголь #56,202048,137.6,4.0
Крепкий алкоголь #56,202013,137.6,4.0
Крепкий алкоголь #56,201902,137.6,6.0
Крепкий алкоголь #56,202029,137.6,3.0
Крепкий алкоголь #56,201940,137.6,4.0
Крепкий алкоголь #56,201901,137.6,3.0
Крепкий алкоголь #56,202008,137.6,6.0
Крепкий алкоголь #56,202039,137.6,3.0
Крепкий алкоголь #56,201848,124.6,4.0
Крепкий алкоголь #56,201925,137.6,4.0
Крепкий алкоголь #56,201927,137.6,0.0
Крепкий алкоголь #56,201846,137.6,4.0
Крепкий алкоголь #56,202041,137.6,0.0
Крепкий алкоголь #56,202026,137.6,4.0
Крепкий алкоголь #56,201853,137.6,6.0
Крепкий алкоголь #56,202020,137.6,4.0
Крепкий алкоголь #56,202105,137.6,5.0
Крепкий алкоголь #56,202027,137.6,6.0
Крепкий алкоголь #56,201905,137.6,4.0
Крепкий алкоголь #56,201951,137.6,2.0
Крепкий алкоголь #56,201915,137.6,6.0
Крепкий алкоголь #56,201928,137.6,5.0
Крепкий алкоголь #56,202109,137.6,12.0
Крепкий алкоголь #56,202052,137.6,8.0
Крепкий алкоголь #56,201922,137.6,0.0
Крепкий алкоголь #56,202043,137.6,3.0
Крепкий алкоголь #56,202042,137.6,2.0
Крепкий алкоголь #56,201906,137.6,6.0
Крепкий алкоголь #57,201918,238.7,2.0
Крепкий алкоголь #57,202050,238.7,2.0
Крепкий алкоголь #57,202009,238.7,3.0
Крепкий алкоголь #57,201851,238.7,0.0
Крепкий алкоголь #57,202040,238.7,1.0
Крепкий алкоголь #57,201930,238.7,2.0
Крепкий алкоголь #57,201912,238.7,0.0
Крепкий алкоголь #57,201940,238.7,-1.0
Крепкий алкоголь #57,201934,238.7,0.0
Крепкий алкоголь #57,202006,238.7,2.0
Крепкий алкоголь #57,202053,238.7,2.0
Крепкий алкоголь #57,202108,238.7,5.0
Крепкий алкоголь #57,201849,238.7,1.0
Крепкий алкоголь #57,201946,238.7,1.0
Крепкий алкоголь #57,201945,238.7,0.0
Крепкий алкоголь #57,201932,238.7,2.0
Крепкий алкоголь #57,201907,238.7,
Крепкий алкоголь #57,202014,238.7,0.0
Крепкий алкоголь #57,202007,238.7,4.0
Крепкий алкоголь #57,201913,205.8,0.0
Крепкий алкоголь #57,201952,238.7,2.0
Крепкий алкоголь #57,202102,208.6,3.0
Крепкий алкоголь #57,202001,207.3,4.0
Крепкий алкоголь #57,202049,238.7,2.0
Крепкий алкоголь #57,202016,238.7,0.0
Крепкий алкоголь #57,202039,238.7,1.0
Крепкий алкоголь #57,201939,238.7,1.0
Крепкий алкоголь #57,201929,238.7,0.0
Крепкий алкоголь #57,202103,238.7,1.0
Крепкий алкоголь #57,201933,238.7,1.0
Крепкий алкоголь #57,201846,238.7,2.0
Крепкий алкоголь #57,201848,238.7,1.0
Крепкий алкоголь #57,202111,238.7,4.0
Крепкий алкоголь #57,201927,238.7,2.0
Крепкий алкоголь #57,201850,238.7,2.0
Крепкий алкоголь #57,201908,238.7,3.0
Крепкий алкоголь #57,201852,238.7,1.0
Крепкий алкоголь #57,201916,238.7,0.0
Крепкий алкоголь #57,201910,238.7,6.0
Крепкий алкоголь #57,201847,238.7,1.0
Крепкий алкоголь #57,202012,238.7,2.0
Крепкий алкоголь #57,202052,238.7,4.0
Крепкий алкоголь #57,201938,238.7,1.0
Крепкий алкоголь #57,202004,238.7,0.0
Крепкий алкоголь #57,201923,203.9,6.0
Крепкий алкоголь #57,202112,238.7,2.0
Крепкий алкоголь #57,201917,238.7,2.0
Крепкий алкоголь #57,202048,238.7,2.0
Крепкий алкоголь #57,202002,238.7,1.0
Крепкий алкоголь #57,201926,238.7,1.0
Крепкий алкоголь #57,202010,238.7,0.0
Крепкий алкоголь #57,202101,223.8,2.0
Крепкий алкоголь #57,201925,238.7,1.0
Крепкий алкоголь #57,201901,238.7,1.0
Крепкий алкоголь #57,201904,238.7,2.0
Крепкий алкоголь #57,202051,238.7,2.0
Крепкий алкоголь #57,202045,238.7,0.0
Крепкий алкоголь #57,201845,238.7,2.0
Крепкий алкоголь #57,201919,238.7,0.0
Крепкий алкоголь #57,202005,238.7,0.0
Крепкий алкоголь #57,201953,238.7,2.0
Крепкий алкоголь #57,202017,238.7,0.0
Крепкий алкоголь #57,201949,238.7,0.0
Крепкий алкоголь #57,201853,238.7,0.0
Крепкий алкоголь #57,202015,238.7,2.0
Крепкий алкоголь #57,202046,238.7,1.0
Крепкий алкоголь #57,201928,238.7,0.0
Крепкий алкоголь #57,201922,238.7,2.0
Крепкий алкоголь #57,202041,238.7,0.0
Крепкий алкоголь #57,202107,217.8,2.0
Крепкий алкоголь #57,202105,238.7,2.0
Крепкий алкоголь #57,202043,238.7,1.0
Крепкий алкоголь #57,201914,238.7,3.0
Крепкий алкоголь #57,201902,238.7,2.0
Крепкий алкоголь #57,202013,238.7,2.0
Крепкий алкоголь #57,202042,238.7,1.0
Крепкий алкоголь #57,202104,221.4,0.0
Крепкий алкоголь #57,201951,238.7,1.0
Крепкий алкоголь #57,201911,238.7,3.0
Крепкий алкоголь #57,201950,238.7,0.0
Крепкий алкоголь #57,201909,238.7,1.0
Крепкий алкоголь #57,201943,217.7,0.0
Крепкий алкоголь #57,201903,238.7,2.0
Крепкий алкоголь #57,202011,238.7,0.0
Крепкий алкоголь #57,202106,238.7,0.0
Крепкий алкоголь #57,201935,238.7,2.0
Крепкий алкоголь #57,202008,238.7,0.0
Крепкий алкоголь #57,202044,238.7,2.0
Крепкий алкоголь #57,201948,238.7,1.0
Крепкий алкоголь #57,202047,238.7,2.0
Крепкий алкоголь #57,201921,238.7,2.0
Крепкий алкоголь #57,201941,238.7,1.0
Крепкий алкоголь #57,202003,238.7,1.0
Крепкий алкоголь #57,201915,238.7,2.0
Крепкий алкоголь #57,201936,238.7,0.0
Крепкий алкоголь #57,201924,238.7,2.0
Крепкий алкоголь #57,202109,238.7,5.0
Крепкий алкоголь #57,201944,205.6,2.0
Крепкий алкоголь #57,202110,238.7,2.0
Крепкий алкоголь #57,201905,238.7,1.0
Крепкий алкоголь #58,201931,166.5,2.0
Крепкий алкоголь #58,201935,166.5,3.0
Крепкий алкоголь #58,201939,166.5,2.0
Крепкий алкоголь #58,201917,166.5,0.0
Крепкий алкоголь #58,202003,166.5,1.0
Крепкий алкоголь #58,201952,166.5,3.0
Крепкий алкоголь #58,201932,166.5,3.0
Крепкий алкоголь #58,202042,166.5,1.0
Крепкий алкоголь #58,201946,166.5,2.0
Крепкий алкоголь #58,202108,166.5,6.0
Крепкий алкоголь #58,202111,166.5,5.0
Крепкий алкоголь #58,202041,166.5,2.0
Крепкий алкоголь #58,202049,166.5,2.0
Крепкий алкоголь #58,201941,166.5,3.0
Крепкий алкоголь #58,201851,166.5,0.0
Крепкий алкоголь #58,202043,166.5,1.0
Крепкий алкоголь #58,202019,166.5,8.0
Крепкий алкоголь #58,201929,166.5,3.0
Крепкий алкоголь #58,201905,166.5,0.0
Крепкий алкоголь #58,201907,166.5,7.0
Крепкий алкоголь #58,201934,166.5,1.0
Крепкий алкоголь #58,201925,152.8,0.0
Крепкий алкоголь #58,202031,166.5,2.0
Крепкий алкоголь #58,201848,166.5,2.0
Крепкий алкоголь #58,202005,151.2,5.0
Крепкий алкоголь #58,202107,166.5,2.0
Крепкий алкоголь #58,202051,166.5,2.0
Крепкий алкоголь #58,201849,166.5,3.0
Крепкий алкоголь #58,202103,166.5,2.0
Крепкий алкоголь #58,202110,166.5,0.0
Крепкий алкоголь #58,201903,166.5,3.0
Крепкий алкоголь #58,201911,166.5,4.0
Крепкий алкоголь #58,201910,166.5,10.0
Крепкий алкоголь #58,202004,166.5,1.0
Крепкий алкоголь #58,202017,166.5,3.0
Крепкий алкоголь #58,202109,166.5,7.0
Крепкий алкоголь #58,201902,166.5,3.0
Крепкий алкоголь #58,201942,166.5,1.0
Крепкий алкоголь #58,202102,166.5,2.0
Крепкий алкоголь #58,202020,166.5,2.0
Крепкий алкоголь #58,202024,166.5,
Крепкий алкоголь #58,201945,166.5,3.0
Крепкий алкоголь #58,202037,166.5,0.0
Крепкий алкоголь #58,201847,166.5,1.0
Крепкий алкоголь #58,201924,166.5,3.0
Крепкий алкоголь #58,201950,166.5,1.0
Крепкий алкоголь #58,201926,166.5,2.0
Крепкий алкоголь #58,202104,155.2,4.0
Крепкий алкоголь #58,201901,166.5,0.0
Крепкий алкоголь #58,201921,166.5,2.0
Крепкий алкоголь #58,201923,166.5,0.0
Крепкий алкоголь #58,201845,166.5,2.0
Крепкий алкоголь #58,201908,166.5,0.0
Крепкий алкоголь #58,201949,166.5,3.0
Крепкий алкоголь #58,201912,166.5,
Крепкий алкоголь #58,201853,166.5,4.0
Крепкий алкоголь #58,202022,166.5,3.0
Крепкий алкоголь #58,201918,166.5,3.0
Крепкий алкоголь #58,201850,142.0,6.0
Крепкий алкоголь #58,202036,149.2,5.0
Крепкий алкоголь #58,202105,166.5,4.0
Крепкий алкоголь #58,201915,166.5,4.0
Крепкий алкоголь #58,201846,166.5,2.0
Крепкий алкоголь #58,202045,166.5,2.0
Крепкий алкоголь #58,201927,166.5,4.0
Крепкий алкоголь #58,202034,166.5,2.0
Крепкий алкоголь #58,202030,142.6,5.0
Крепкий алкоголь #58,201920,166.5,3.0
Крепкий алкоголь #58,201904,166.5,0.0
Крепкий алкоголь #58,202021,166.5,2.0
Крепкий алкоголь #58,202048,166.5,2.0
Крепкий алкоголь #58,201947,158.0,2.0
Крепкий алкоголь #58,202040,166.5,2.0
Крепкий алкоголь #58,201951,166.5,2.0
Крепкий алкоголь #58,201928,153.8,0.0
Крепкий алкоголь #58,202053,143.4,6.0
Крепкий алкоголь #58,202047,166.5,1.0
Крепкий алкоголь #58,202106,166.5,3.0
Крепкий алкоголь #58,202002,166.5,2.0
Крепкий алкоголь #58,201916,166.5,0.0
Крепкий алкоголь #58,201914,166.5,3.0
Крепкий алкоголь #58,201852,166.5,1.0
Крепкий алкоголь #58,201906,166.5,4.0
Крепкий алкоголь #58,201940,166.5,2.0
Крепкий алкоголь #58,202050,166.5,1.0
Крепкий алкоголь #58,201938,166.5,2.0
Крепкий алкоголь #58,202033,166.5,0.0
Крепкий алкоголь #58,202035,166.5,0.0
Крепкий алкоголь #58,201919,166.5,9.0
Крепкий алкоголь #58,201936,166.5,2.0
Крепкий алкоголь #58,202112,166.5,2.0
Крепкий алкоголь #58,201913,156.5,4.0
Крепкий алкоголь #58,201933,166.5,0.0
Крепкий алкоголь #58,202032,166.5,2.0
Крепкий алкоголь #58,202027,166.5,4.0
Крепкий алкоголь #58,202025,166.5,2.0
Крепкий алкоголь #58,201930,166.5,0.0
Крепкий алкоголь #58,202039,166.5,1.0
Крепкий алкоголь #58,201943,166.5,1.0
Крепкий алкоголь #58,202052,166.5,4.0
Крепкий алкоголь #58,201944,166.5,0.0
Крепкий алкоголь #58,201937,166.5,3.0
Крепкий алкоголь #60,201931,407.6,3.0
Крепкий алкоголь #60,202045,368.3,0.0
Крепкий алкоголь #60,201903,407.6,0.0
Крепкий алкоголь #60,201851,407.6,2.0
Крепкий алкоголь #60,202112,407.6,3.0
Крепкий алкоголь #60,201945,407.6,2.0
Крепкий алкоголь #60,202105,407.6,0.0
Крепкий алкоголь #60,202051,407.6,2.0
Крепкий алкоголь #60,202020,407.6,3.0
Крепкий алкоголь #60,202015,407.6,0.0
Крепкий алкоголь #60,201923,366.8,9.0
Крепкий алкоголь #60,202037,407.6,0.0
Крепкий алкоголь #60,201925,407.6,
Крепкий алкоголь #60,202104,407.6,3.0
Крепкий алкоголь #60,202110,407.6,4.0
Крепкий алкоголь #60,202038,407.6,0.0
Крепкий алкоголь #60,201921,377.5,5.0
Крепкий алкоголь #60,201920,379.8,6.0
Крепкий алкоголь #60,202016,407.6,3.0
Крепкий алкоголь #60,202107,407.6,3.0
Крепкий алкоголь #60,202001,407.6,4.0
Крепкий алкоголь #60,201912,407.6,3.0
Крепкий алкоголь #60,201849,407.6,-1.0
Крепкий алкоголь #60,202031,407.6,4.0
Крепкий алкоголь #60,201848,407.6,2.0
Крепкий алкоголь #60,202043,407.6,2.0
Крепкий алкоголь #60,201952,407.6,5.0
Крепкий алкоголь #60,202030,407.6,3.0
Крепкий алкоголь #60,201911,407.6,5.0
Крепкий алкоголь #60,201846,407.6,3.0
Крепкий алкоголь #60,201944,407.6,0.0
Крепкий алкоголь #60,201930,407.6,3.0
Крепкий алкоголь #60,202002,407.6,3.0
Крепкий алкоголь #60,202034,407.6,0.0
Крепкий алкоголь #60,201926,407.6,2.0
Крепкий алкоголь #60,201922,407.6,4.0
Крепкий алкоголь #60,202018,407.6,0.0
Крепкий алкоголь #60,202048,385.6,3.0
Крепкий алкоголь #60,202010,407.6,13.0
Крепкий алкоголь #60,201935,407.6,0.0
Крепкий алкоголь #60,202050,407.6,0.0
Крепкий алкоголь #60,201906,349.7,10.0
Крепкий алкоголь #60,201907,407.6,11.0
Крепкий алкоголь #60,201933,407.6,3.0
Крепкий алкоголь #60,201939,407.6,2.0
Крепкий алкоголь #60,201910,407.6,12.0
Крепкий алкоголь #60,202024,407.6,0.0
Крепкий алкоголь #60,202036,407.6,3.0
Крепкий алкоголь #60,201908,407.6,6.0
Крепкий алкоголь #60,202021,407.6,3.0
Крепкий алкоголь #60,202040,407.6,3.0
Крепкий алкоголь #60,201953,407.6,3.0
Крепкий алкоголь #60,201934,407.6,2.0
Крепкий алкоголь #60,201937,407.6,0.0
Крепкий алкоголь #60,201847,407.6,2.0
Крепкий алкоголь #60,201927,407.6,4.0
Крепкий алкоголь #60,202039,407.6,2.0
Крепкий алкоголь #60,202014,407.6,0.0
Крепкий алкоголь #60,201941,407.6,3.0
Крепкий алкоголь #60,202033,407.6,0.0
Крепкий алкоголь #60,201902,407.6,3.0
Крепкий алкоголь #60,201946,407.6,3.0
Крепкий алкоголь #60,202044,381.8,-1.0
Крепкий алкоголь #60,202008,407.6,0.0
Крепкий алкоголь #60,201914,407.6,5.0
Крепкий алкоголь #60,201929,407.6,4.0
Крепкий алкоголь #60,201940,407.6,3.0
Крепкий алкоголь #60,202017,407.6,3.0
Крепкий алкоголь #60,202027,407.6,5.0
Крепкий алкоголь #60,202049,407.6,0.0
Крепкий алкоголь #60,201936,383.4,0.0
Крепкий алкоголь #60,202013,407.6,4.0
